Detector,Familia,DR_global,AR_global,tau,TipoAnomalia,DR_tipo,n_tipo,n_orig,muestra
SigKernel_d2,Signatures,0.0857,0.1,0.9139,PicoTransitorio,0.0,20,300,ambiental
SigKernel_d2,Signatures,0.0857,0.1,0.9139,RuidoElectronico,0.05,20,300,ambiental
SigKernel_d2,Signatures,0.0857,0.1,0.9139,DesacopleCanales,0.1,20,300,ambiental
SigKernel_d2,Signatures,0.0857,0.1,0.9139,RafagaMuestreo,0.05,20,300,ambiental
SigMaHaKNN_d2_k3,Signatures,1.0,0.1,0.0,SaltoCalibracion,1.0,20,300,ambiental
SigMaHaKNN_d2_k3,Signatures,1.0,0.1,0.0,DerivaSensor,1.0,20,300,ambiental
SigMaHaKNN_d2_k3,Signatures,1.0,0.1,0.0,SensorCongelado,1.0,20,300,ambiental
SigMaHaKNN_d2_k3,Signatures,1.0,0.1,0.0,PicoTransitorio,1.0,20,300,ambiental
SigMaHaKNN_d2_k3,Signatures,1.0,0.1,0.0,RuidoElectronico,1.0,20,300,ambiental
SigMaHaKNN_d2_k3,Signatures,1.0,0.1,0.0,DesacopleCanales,1.0,20,300,ambiental
SigMaHaKNN_d2_k3,Signatures,1.0,0.1,0.0,RafagaMuestreo,1.0,20,300,ambiental
SigMaHaKNN_d2_k10,Signatures,0.9929,0.1,0.0,SaltoCalibracion,1.0,20,300,ambiental
SigMaHaKNN_d2_k10,Signatures,0.9929,0.1,0.0,DerivaSensor,1.0,20,300,ambiental
SigMaHaKNN_d2_k10,Signatures,0.9929,0.1,0.0,SensorCongelado,1.0,20,300,ambiental
SigMaHaKNN_d2_k10,Signatures,0.9929,0.1,0.0,PicoTransitorio,1.0,20,300,ambiental
SigMaHaKNN_d2_k10,Signatures,0.9929,0.1,0.0,RuidoElectronico,1.0,20,300,ambiental
SigMaHaKNN_d2_k10,Signatures,0.9929,0.1,0.0,DesacopleCanales,1.0,20,300,ambiental
SigMaHaKNN_d2_k10,Signatures,0.9929,0.1,0.0,RafagaMuestreo,0.95,20,300,ambiental
SigMaHaKNN_d2_k20,Signatures,0.7286,0.1,0.0004,SaltoCalibracion,0.9,20,300,ambiental
SigMaHaKNN_d2_k20,Signatures,0.7286,0.1,0.0004,DerivaSensor,0.85,20,300,ambiental
SigMaHaKNN_d2_k20,Signatures,0.7286,0.1,0.0004,SensorCongelado,0.9,20,300,ambiental
SigMaHaKNN_d2_k20,Signatures,0.7286,0.1,0.0004,PicoTransitorio,0.65,20,300,ambiental
SigMaHaKNN_d2_k20,Signatures,0.7286,0.1,0.0004,RuidoElectronico,0.75,20,300,ambiental
SigMaHaKNN_d2_k20,Signatures,0.7286,0.1,0.0004,DesacopleCanales,1.0,20,300,ambiental
SigMaHaKNN_d2_k20,Signatures,0.7286,0.1,0.0004,RafagaMuestreo,0.05,20,300,ambiental
SigKernel_d3,Signatures,0.4357,0.1,0.5325,SaltoCalibracion,0.5,20,300,ambiental
SigKernel_d3,Signatures,0.4357,0.1,0.5325,DerivaSensor,0.75,20,300,ambiental
SigKernel_d3,Signatures,0.4357,0.1,0.5325,SensorCongelado,0.4,20,300,ambiental
SigKernel_d3,Signatures,0.4357,0.1,0.5325,PicoTransitorio,0.1,20,300,ambiental
SigKernel_d3,Signatures,0.4357,0.1,0.5325,RuidoElectronico,0.3,20,300,ambiental
SigKernel_d3,Signatures,0.4357,0.1,0.5325,DesacopleCanales,0.95,20,300,ambiental
SigKernel_d3,Signatures,0.4357,0.1,0.5325,RafagaMuestreo,0.05,20,300,ambiental
SigMaHaKNN_d3_k3,Signatures,1.0,0.1,0.0,SaltoCalibracion,1.0,20,300,ambiental
SigMaHaKNN_d3_k3,Signatures,1.0,0.1,0.0,DerivaSensor,1.0,20,300,ambiental
SigMaHaKNN_d3_k3,Signatures,1.0,0.1,0.0,SensorCongelado,1.0,20,300,ambiental
SigMaHaKNN_d3_k3,Signatures,1.0,0.1,0.0,PicoTransitorio,1.0,20,300,ambiental
SigMaHaKNN_d3_k3,Signatures,1.0,0.1,0.0,RuidoElectronico,1.0,20,300,ambiental
SigMaHaKNN_d3_k3,Signatures,1.0,0.1,0.0,DesacopleCanales,1.0,20,300,ambiental
SigMaHaKNN_d3_k3,Signatures,1.0,0.1,0.0,RafagaMuestreo,1.0,20,300,ambiental
SigMaHaKNN_d3_k10,Signatures,1.0,0.1,0.0,SaltoCalibracion,1.0,20,300,ambiental
SigMaHaKNN_d3_k10,Signatures,1.0,0.1,0.0,DerivaSensor,1.0,20,300,ambiental
SigMaHaKNN_d3_k10,Signatures,1.0,0.1,0.0,SensorCongelado,1.0,20,300,ambiental
SigMaHaKNN_d3_k10,Signatures,1.0,0.1,0.0,PicoTransitorio,1.0,20,300,ambiental
SigMaHaKNN_d3_k10,Signatures,1.0,0.1,0.0,RuidoElectronico,1.0,20,300,ambiental
SigMaHaKNN_d3_k10,Signatures,1.0,0.1,0.0,DesacopleCanales,1.0,20,300,ambiental
SigMaHaKNN_d3_k10,Signatures,1.0,0.1,0.0,RafagaMuestreo,1.0,20,300,ambiental
SigMaHaKNN_d3_k20,Signatures,1.0,0.1,0.0,SaltoCalibracion,1.0,20,300,ambiental
SigMaHaKNN_d3_k20,Signatures,1.0,0.1,0.0,DerivaSensor,1.0,20,300,ambiental
SigMaHaKNN_d3_k20,Signatures,1.0,0.1,0.0,SensorCongelado,1.0,20,300,ambiental
SigMaHaKNN_d3_k20,Signatures,1.0,0.1,0.0,PicoTransitorio,1.0,20,300,ambiental
SigMaHaKNN_d3_k20,Signatures,1.0,0.1,0.0,RuidoElectronico,1.0,20,300,ambiental
SigMaHaKNN_d3_k20,Signatures,1.0,0.1,0.0,DesacopleCanales,1.0,20,300,ambiental
SigMaHaKNN_d3_k20,Signatures,1.0,0.1,0.0,RafagaMuestreo,1.0,20,300,ambiental
SigConformancia_d2,Signatures,0.5286,0.1,0.0005,SaltoCalibracion,0.7,20,300,ambiental
SigConformancia_d2,Signatures,0.5286,0.1,0.0005,DerivaSensor,0.75,20,300,ambiental
SigConformancia_d2,Signatures,0.5286,0.1,0.0005,SensorCongelado,0.65,20,300,ambiental
SigConformancia_d2,Signatures,0.5286,0.1,0.0005,PicoTransitorio,0.2,20,300,ambiental
SigConformancia_d2,Signatures,0.5286,0.1,0.0005,RuidoElectronico,0.65,20,300,ambiental
SigConformancia_d2,Signatures,0.5286,0.1,0.0005,DesacopleCanales,0.7,20,300,ambiental
SigConformancia_d2,Signatures,0.5286,0.1,0.0005,RafagaMuestreo,0.05,20,300,ambiental
LogSigMaHa_d2,Signatures,0.8786,0.1,0.0029,SaltoCalibracion,1.0,20,300,ambiental
LogSigMaHa_d2,Signatures,0.8786,0.1,0.0029,DerivaSensor,1.0,20,300,ambiental
LogSigMaHa_d2,Signatures,0.8786,0.1,0.0029,SensorCongelado,1.0,20,300,ambiental
LogSigMaHa_d2,Signatures,0.8786,0.1,0.0029,PicoTransitorio,0.75,20,300,ambiental
LogSigMaHa_d2,Signatures,0.8786,0.1,0.0029,RuidoElectronico,0.9,20,300,ambiental
LogSigMaHa_d2,Signatures,0.8786,0.1,0.0029,DesacopleCanales,1.0,20,300,ambiental
LogSigMaHa_d2,Signatures,0.8786,0.1,0.0029,RafagaMuestreo,0.5,20,300,ambiental
