Detector,Familia,DR_global,AR_global,tau,TipoAnomalia,DR_tipo,n_tipo,n_orig,muestra
SigMaHaKNN_d2_k10,Signatures,0.0,0.1,0.3559,FlatLine,0.0,6,130,weekly_month
SigMaHaKNN_d2_k10,Signatures,0.0,0.1,0.3559,SpikeEvent,0.0,6,130,weekly_month
SigMaHaKNN_d2_k20,Signatures,0.0,0.1,0.3672,PartialBypass,0.0,6,130,weekly_month
SigMaHaKNN_d2_k20,Signatures,0.0,0.1,0.3672,Smoothing,0.0,6,130,weekly_month
SigMaHaKNN_d2_k20,Signatures,0.0,0.1,0.3672,FlipSchedule,0.0,6,130,weekly_month
SigMaHaKNN_d2_k20,Signatures,0.0,0.1,0.3672,SuddenDrop,0.0,6,130,weekly_month
SigMaHaKNN_d2_k20,Signatures,0.0,0.1,0.3672,SyntheticNoise,0.0,6,130,weekly_month
SigMaHaKNN_d2_k20,Signatures,0.0,0.1,0.3672,FlatLine,0.0,6,130,weekly_month
SigMaHaKNN_d2_k20,Signatures,0.0,0.1,0.3672,SpikeEvent,0.0,6,130,weekly_month
SigKernel_d2,Signatures,0.3333,0.1,0.5229,PartialBypass,0.1666666666666666,6,130,weekly_month
SigKernel_d2,Signatures,0.3333,0.1,0.5229,Smoothing,0.5,6,130,weekly_month
SigKernel_d2,Signatures,0.3333,0.1,0.5229,FlipSchedule,0.5,6,130,weekly_month
SigKernel_d2,Signatures,0.3333,0.1,0.5229,SuddenDrop,0.3333333333333333,6,130,weekly_month
SigKernel_d2,Signatures,0.3333,0.1,0.5229,SyntheticNoise,0.0,6,130,weekly_month
SigKernel_d2,Signatures,0.3333,0.1,0.5229,FlatLine,0.6666666666666666,6,130,weekly_month
SigKernel_d2,Signatures,0.3333,0.1,0.5229,SpikeEvent,0.1666666666666666,6,130,weekly_month
SigMaHaKNN_d3_k3,Signatures,0.0238,0.1,0.0325,PartialBypass,0.0,6,130,weekly_month
SigMaHaKNN_d3_k3,Signatures,0.0238,0.1,0.0325,Smoothing,0.0,6,130,weekly_month
SigMaHaKNN_d3_k3,Signatures,0.0238,0.1,0.0325,FlipSchedule,0.0,6,130,weekly_month
SigMaHaKNN_d3_k3,Signatures,0.0238,0.1,0.0325,SuddenDrop,0.0,6,130,weekly_month
SigMaHaKNN_d3_k3,Signatures,0.0238,0.1,0.0325,SyntheticNoise,0.0,6,130,weekly_month
SigMaHaKNN_d3_k3,Signatures,0.0238,0.1,0.0325,FlatLine,0.0,6,130,weekly_month
SigMaHaKNN_d3_k3,Signatures,0.0238,0.1,0.0325,SpikeEvent,0.1666666666666666,6,130,weekly_month
SigMaHaKNN_d3_k10,Signatures,0.0238,0.1,0.0325,PartialBypass,0.0,6,130,weekly_month
SigMaHaKNN_d3_k10,Signatures,0.0238,0.1,0.0325,Smoothing,0.0,6,130,weekly_month
SigMaHaKNN_d3_k10,Signatures,0.0238,0.1,0.0325,FlipSchedule,0.0,6,130,weekly_month
SigMaHaKNN_d3_k10,Signatures,0.0238,0.1,0.0325,SuddenDrop,0.0,6,130,weekly_month
SigMaHaKNN_d3_k10,Signatures,0.0238,0.1,0.0325,SyntheticNoise,0.0,6,130,weekly_month
SigMaHaKNN_d3_k10,Signatures,0.0238,0.1,0.0325,FlatLine,0.0,6,130,weekly_month
SigMaHaKNN_d3_k10,Signatures,0.0238,0.1,0.0325,SpikeEvent,0.1666666666666666,6,130,weekly_month
SigMaHaKNN_d3_k20,Signatures,0.0238,0.1,0.044,PartialBypass,0.0,6,130,weekly_month
SigMaHaKNN_d3_k20,Signatures,0.0238,0.1,0.044,Smoothing,0.0,6,130,weekly_month
SigMaHaKNN_d3_k20,Signatures,0.0238,0.1,0.044,FlipSchedule,0.0,6,130,weekly_month
SigMaHaKNN_d3_k20,Signatures,0.0238,0.1,0.044,SuddenDrop,0.0,6,130,weekly_month
SigMaHaKNN_d3_k20,Signatures,0.0238,0.1,0.044,SyntheticNoise,0.0,6,130,weekly_month
SigMaHaKNN_d3_k20,Signatures,0.0238,0.1,0.044,FlatLine,0.0,6,130,weekly_month
SigMaHaKNN_d3_k20,Signatures,0.0238,0.1,0.044,SpikeEvent,0.1666666666666666,6,130,weekly_month
SigKernel_d3,Signatures,0.0,0.1,0.9682,PartialBypass,0.0,6,130,weekly_month
SigKernel_d3,Signatures,0.0,0.1,0.9682,Smoothing,0.0,6,130,weekly_month
SigKernel_d3,Signatures,0.0,0.1,0.9682,FlipSchedule,0.0,6,130,weekly_month
